id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,salaire_fcfa,competences_requises,soft_skills,description
O0157,Déclarant en douane,Société Kouilou,Pointe-Noire,Logistique / Transport,Stage,Licence (BAC+3),8,300000,magasinage; transit; supply chain; gestion de flotte,adaptabilité; gestion du temps,"Société Kouilou recrute un(e) Déclarant en douane à Pointe-Noire en Stage. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 8 an(s) d'expérience. Compétences requises : magasinage, transit, supply chain, gestion de flotte. Qualités attendues : adaptabilité, gestion du temps."
O0158,Formateur professionnel,Entreprise Sangha,Brazzaville,Éducation / Formation,CDD,BAC+2 (BTS/DUT),0,1200000,encadrement scolaire; enseignement; pédagogie; conception de programmes; alphabétisation,communication; rigueur,"Entreprise Sangha recrute un(e) Formateur professionnel à Brazzaville en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 0 an(s) d'expérience. Compétences requises : encadrement scolaire, enseignement, pédagogie, conception de programmes, alphabétisation. Qualités attendues : communication, rigueur."
O0159,Agent de transit,Société Djoué,Brazzaville,Logistique / Transport,CDI,BAC+2 (BTS/DUT),2,200000,conduite poids lourds; gestion de flotte; transit,leadership; gestion du temps,"Société Djoué recrute un(e) Agent de transit à Brazzaville en CDI. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : conduite poids lourds, gestion de flotte, transit. Qualités attendues : leadership, gestion du temps."
O0160,Répétiteur,Société Alima,Pointe-Noire,Éducation / Formation,CDD,BAC+2 (BTS/DUT),2,300000,formation professionnelle; pédagogie; conception de programmes; enseignement,prise d'initiative; autonomie,"Société Alima recrute un(e) Répétiteur à Pointe-Noire en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : formation professionnelle, pédagogie, conception de programmes, enseignement. Qualités attendues : prise d'initiative, autonomie."
O0161,Technicien HSE,Entreprise du Fleuve,Pointe-Noire,Pétrole / Gaz / Énergie,Stage,BAC,0,700000,gestion de plateforme; instrumentation; maintenance industrielle,communication; sens de l'organisation,"Entreprise du Fleuve recrute un(e) Technicien HSE à Pointe-Noire en Stage. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 0 an(s) d'expérience. Compétences requises : gestion de plateforme, instrumentation, maintenance industrielle. Qualités attendues : communication, sens de l'organisation."
O0162,Topographe,Agence Kouilou,Pointe-Noire,BTP / Construction,Stage,BEPC,3,900000,dessin technique; conduite de travaux; maçonnerie; métré; autocad; électricité bâtiment,prise d'initiative; autonomie,"Agence Kouilou recrute un(e) Topographe à Pointe-Noire en Stage. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 3 an(s) d'expérience. Compétences requises : dessin technique, conduite de travaux, maçonnerie, métré, autocad, électricité bâtiment. Qualités attendues : prise d'initiative, autonomie."
O0163,Réceptionniste,Compagnie du Fleuve,Pointe-Noire,Hôtellerie / Restauration,CDI,Sans diplôme,0,250000,réception hôtelière; cuisine; service en salle; gestion hôtelière,adaptabilité; esprit d'analyse,"Compagnie du Fleuve recrute un(e) Réceptionniste à Pointe-Noire en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : Sans diplôme minimum, au moins 0 an(s) d'expérience. Compétences requises : réception hôtelière, cuisine, service en salle, gestion hôtelière. Qualités attendues : adaptabilité, esprit d'analyse."
O0164,Comptable,Cabinet Loango,Pointe-Noire,Banque / Finance,Intérim,Licence (BAC+3),0,300000,conformité bancaire; sage comptabilité; comptabilité; ohada; microfinance,rigueur; esprit d'analyse,"Cabinet Loango recrute un(e) Comptable à Pointe-Noire en Intérim. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : conformité bancaire, sage comptabilité, comptabilité, ohada, microfinance. Qualités attendues : rigueur, esprit d'analyse."
O0165,Auditeur junior,Entreprise Congo Services,Brazzaville,Banque / Finance,CDD,Master (BAC+5),3,500000,audit; fiscalité; contrôle de gestion,esprit d'analyse; prise d'initiative,"Entreprise Congo Services recrute un(e) Auditeur junior à Brazzaville en CDD. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 3 an(s) d'expérience. Compétences requises : audit, fiscalité, contrôle de gestion. Qualités attendues : esprit d'analyse, prise d'initiative."
O0166,Sage-femme,Cabinet Léfini,Brazzaville,Santé,CDD,Licence (BAC+3),5,300000,nutrition; soins infirmiers; laboratoire médical; santé publique; imagerie médicale,leadership; gestion du temps,"Cabinet Léfini recrute un(e) Sage-femme à Brazzaville en CDD. Missions : intervenir sur des activités de santé et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 5 an(s) d'expérience. Compétences requises : nutrition, soins infirmiers, laboratoire médical, santé publique, imagerie médicale. Qualités attendues : leadership, gestion du temps."
O0167,Gouvernante,Agence Sangha,Impfondo,Hôtellerie / Restauration,CDD,BAC+2 (BTS/DUT),5,400000,service en salle; cuisine; pâtisserie; housekeeping; gestion hôtelière,autonomie; sens de l'organisation,"Agence Sangha recrute un(e) Gouvernante à Impfondo en CDD. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 5 an(s) d'expérience. Compétences requises : service en salle, cuisine, pâtisserie, housekeeping, gestion hôtelière. Qualités attendues : autonomie, sens de l'organisation."
O0168,Pharmacien assistant,Société Niari,Nkayi,Santé,CDI,BAC+2 (BTS/DUT),3,200000,santé publique; laboratoire médical; pharmacie; soins infirmiers; imagerie médicale; sage-femme,communication; gestion du temps,"Société Niari recrute un(e) Pharmacien assistant à Nkayi en CDI. Missions : intervenir sur des activités de santé et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : santé publique, laboratoire médical, pharmacie, soins infirmiers, imagerie médicale, sage-femme. Qualités attendues : communication, gestion du temps."
O0169,Ingénieur radio,Cabinet du Fleuve,Brazzaville,Télécommunications,CDI,Licence (BAC+3),1,400000,voip; réseaux mobiles; maintenance télécom; transmission; bss/oss; fibre optique,autonomie; esprit d'analyse,"Cabinet du Fleuve recrute un(e) Ingénieur radio à Brazzaville en CDI. Missions : intervenir sur des activités de télécommunications et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 1 an(s) d'expérience. Compétences requises : voip, réseaux mobiles, maintenance télécom, transmission, bss/oss, fibre optique. Qualités attendues : autonomie, esprit d'analyse."
O0170,Administrateur réseau,Groupe du Fleuve,Nkayi,Informatique / IT,CDD,Licence (BAC+3),0,1200000,python; développement mobile; développement web; bases de données; excel avancé,travail en équipe; autonomie,"Groupe du Fleuve recrute un(e) Administrateur réseau à Nkayi en CDD. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : python, développement mobile, développement web, bases de données, excel avancé. Qualités attendues : travail en équipe, autonomie."
O0171,Serveur,Entreprise Batéké,Brazzaville,Hôtellerie / Restauration,Stage,BAC+2 (BTS/DUT),1,700000,pâtisserie; service en salle; housekeeping; réception hôtelière,communication; autonomie,"Entreprise Batéké recrute un(e) Serveur à Brazzaville en Stage. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 1 an(s) d'expérience. Compétences requises : pâtisserie, service en salle, housekeeping, réception hôtelière. Qualités attendues : communication, autonomie."
O0172,Mécanicien industriel,Compagnie du Fleuve,Brazzaville,Pétrole / Gaz / Énergie,CDD,BAC,3,400000,gestion de plateforme; instrumentation; hse; soudure; électromécanique,adaptabilité; leadership,"Compagnie du Fleuve recrute un(e) Mécanicien industriel à Brazzaville en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 3 an(s) d'expérience. Compétences requises : gestion de plateforme, instrumentation, hse, soudure, électromécanique. Qualités attendues : adaptabilité, leadership."
O0173,Gestionnaire de flotte,Entreprise Niari,Pointe-Noire,Logistique / Transport,CDD,BAC+2 (BTS/DUT),3,500000,magasinage; douane; manutention portuaire; gestion de flotte; gestion de stock; transit,sens de l'organisation; esprit d'analyse,"Entreprise Niari recrute un(e) Gestionnaire de flotte à Pointe-Noire en CDD. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : magasinage, douane, manutention portuaire, gestion de flotte, gestion de stock, transit. Qualités attendues : sens de l'organisation, esprit d'analyse."
O0174,Répétiteur,Société Plateaux,Brazzaville,Éducation / Formation,CDD,BAC+2 (BTS/DUT),3,400000,enseignement; encadrement scolaire; alphabétisation; pédagogie; conception de programmes; formation professionnelle,prise d'initiative; autonomie,"Société Plateaux recrute un(e) Répétiteur à Brazzaville en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : enseignement, encadrement scolaire, alphabétisation, pédagogie, conception de programmes, formation professionnelle. Qualités attendues : prise d'initiative, autonomie."
O0175,Formateur professionnel,Cabinet Niari,Brazzaville,Éducation / Formation,CDD,Master (BAC+5),1,400000,alphabétisation; enseignement; conception de programmes; formation professionnelle; pédagogie; encadrement scolaire,communication; travail en équipe,"Cabinet Niari recrute un(e) Formateur professionnel à Brazzaville en CDD. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 1 an(s) d'expérience. Compétences requises : alphabétisation, enseignement, conception de programmes, formation professionnelle, pédagogie, encadrement scolaire. Qualités attendues : communication, travail en équipe."
O0176,Serveur,Compagnie Djoué,Pointe-Noire,Hôtellerie / Restauration,CDI,Licence (BAC+3),0,250000,cuisine; gestion hôtelière; pâtisserie,rigueur; sens de l'organisation,"Compagnie Djoué recrute un(e) Serveur à Pointe-Noire en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : cuisine, gestion hôtelière, pâtisserie. Qualités attendues : rigueur, sens de l'organisation."
O0177,Agent de transit,Société du Fleuve,Brazzaville,Logistique / Transport,CDD,BEPC,1,700000,manutention portuaire; transit; gestion de stock; gestion de flotte; supply chain; conduite poids lourds,sens de l'organisation; communication,"Société du Fleuve recrute un(e) Agent de transit à Brazzaville en CDD. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 1 an(s) d'expérience. Compétences requises : manutention portuaire, transit, gestion de stock, gestion de flotte, supply chain, conduite poids lourds. Qualités attendues : sens de l'organisation, communication."
O0178,Déclarant en douane,Groupe Loango,Brazzaville,Logistique / Transport,Stage,BAC+2 (BTS/DUT),2,300000,douane; manutention portuaire; gestion de flotte; planification logistique; magasinage; supply chain,prise d'initiative; communication,"Groupe Loango recrute un(e) Déclarant en douane à Brazzaville en Stage. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 2 an(s) d'expérience. Compétences requises : douane, manutention portuaire, gestion de flotte, planification logistique, magasinage, supply chain. Qualités attendues : prise d'initiative, communication."
O0179,Chef pâtissier,Entreprise Batéké,Pointe-Noire,Hôtellerie / Restauration,Stage,BAC,2,900000,housekeeping; pâtisserie; réception hôtelière; service en salle,communication; esprit d'analyse,"Entreprise Batéké recrute un(e) Chef pâtissier à Pointe-Noire en Stage. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 2 an(s) d'expérience. Compétences requises : housekeeping, pâtisserie, réception hôtelière, service en salle. Qualités attendues : communication, esprit d'analyse."
O0180,Comptable,Groupe Niari,Pointe-Noire,Banque / Finance,CDI,Licence (BAC+3),3,500000,conformité bancaire; audit; microfinance; comptabilité; fiscalité,autonomie; travail en équipe,"Groupe Niari recrute un(e) Comptable à Pointe-Noire en CDI. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 3 an(s) d'expérience. Compétences requises : conformité bancaire, audit, microfinance, comptabilité, fiscalité. Qualités attendues : autonomie, travail en équipe."
O0181,Gouvernante,Entreprise Léfini,Pointe-Noire,Hôtellerie / Restauration,CDD,BEPC,2,500000,cuisine; service en salle; réception hôtelière; housekeeping; pâtisserie,adaptabilité; sens de l'organisation,"Entreprise Léfini recrute un(e) Gouvernante à Pointe-Noire en CDD. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 2 an(s) d'expérience. Compétences requises : cuisine, service en salle, réception hôtelière, housekeeping, pâtisserie. Qualités attendues : adaptabilité, sens de l'organisation."
O0182,Chargé de clientèle,Agence Sangha,Dolisie,Banque / Finance,CDD,Master (BAC+5),2,250000,microfinance; audit; conformité bancaire; ohada; gestion de trésorerie,prise d'initiative; leadership,"Agence Sangha recrute un(e) Chargé de clientèle à Dolisie en CDD. Missions : intervenir sur des activités de banque / finance et contribuer aux objectifs de l'équipe. Profil recherché : Master (BAC+5) minimum, au moins 2 an(s) d'expérience. Compétences requises : microfinance, audit, conformité bancaire, ohada, gestion de trésorerie. Qualités attendues : prise d'initiative, leadership."
O0183,Chargé des marchés publics,Agence Plateaux,Pointe-Noire,Administration / RH / Juridique,CDI,BAC+2 (BTS/DUT),3,300000,passation de marchés; gestion des ressources humaines; archivage; rédaction juridique; paie,rigueur; communication,"Agence Plateaux recrute un(e) Chargé des marchés publics à Pointe-Noire en CDI. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : passation de marchés, gestion des ressources humaines, archivage, rédaction juridique, paie. Qualités attendues : rigueur, communication."
O0184,Conducteur de travaux,Groupe Sangha,Brazzaville,BTP / Construction,Stage,Licence (BAC+3),0,150000,maçonnerie; béton armé; menuiserie; topographie,travail en équipe; autonomie,"Groupe Sangha recrute un(e) Conducteur de travaux à Brazzaville en Stage. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 0 an(s) d'expérience. Compétences requises : maçonnerie, béton armé, menuiserie, topographie. Qualités attendues : travail en équipe, autonomie."
O0185,Superviseur QHSE,Groupe du Fleuve,Dolisie,Pétrole / Gaz / Énergie,CDD,BAC,3,1200000,hse; gestion de plateforme; inspection technique; maintenance industrielle; production pétrolière; qhse,esprit d'analyse; prise d'initiative,"Groupe du Fleuve recrute un(e) Superviseur QHSE à Dolisie en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 3 an(s) d'expérience. Compétences requises : hse, gestion de plateforme, inspection technique, maintenance industrielle, production pétrolière, qhse. Qualités attendues : esprit d'analyse, prise d'initiative."
O0186,Assistant RH,Entreprise Alima,Ouesso,Administration / RH / Juridique,CDI,BAC+2 (BTS/DUT),3,1200000,secrétariat; gestion des ressources humaines; paie,travail en équipe; adaptabilité,"Entreprise Alima recrute un(e) Assistant RH à Ouesso en CDI. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : secrétariat, gestion des ressources humaines, paie. Qualités attendues : travail en équipe, adaptabilité."
O0187,Chef de chantier,Compagnie du Fleuve,Brazzaville,BTP / Construction,CDI,BAC,2,1200000,électricité bâtiment; métré; menuiserie; maçonnerie; conduite de travaux; béton armé,communication; esprit d'analyse,"Compagnie du Fleuve recrute un(e) Chef de chantier à Brazzaville en CDI. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 2 an(s) d'expérience. Compétences requises : électricité bâtiment, métré, menuiserie, maçonnerie, conduite de travaux, béton armé. Qualités attendues : communication, esprit d'analyse."
O0188,Superviseur QHSE,Société Mayombe,Nkayi,Pétrole / Gaz / Énergie,CDD,BAC,5,500000,forage; gestion de plateforme; inspection technique; électromécanique,travail en équipe; rigueur,"Société Mayombe recrute un(e) Superviseur QHSE à Nkayi en CDD. Missions : intervenir sur des activités de pétrole / gaz / énergie et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 5 an(s) d'expérience. Compétences requises : forage, gestion de plateforme, inspection technique, électromécanique. Qualités attendues : travail en équipe, rigueur."
O0189,Agent de transit,Agence Congo Services,Pointe-Noire,Logistique / Transport,Consultance,BEPC,3,400000,magasinage; planification logistique; manutention portuaire; supply chain,travail en équipe; sens de l'organisation,"Agence Congo Services recrute un(e) Agent de transit à Pointe-Noire en Consultance. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 3 an(s) d'expérience. Compétences requises : magasinage, planification logistique, manutention portuaire, supply chain. Qualités attendues : travail en équipe, sens de l'organisation."
O0190,Data Analyst,Cabinet M'Foa,Owando,Informatique / IT,CDI,Licence (BAC+3),5,200000,sql; php; développement web; python; javascript; machine learning,sens de l'organisation; adaptabilité,"Cabinet M'Foa recrute un(e) Data Analyst à Owando en CDI. Missions : intervenir sur des activités de informatique / it et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 5 an(s) d'expérience. Compétences requises : sql, php, développement web, python, javascript, machine learning. Qualités attendues : sens de l'organisation, adaptabilité."
O0191,Cuisinier,Entreprise Niari,Pointe-Noire,Hôtellerie / Restauration,CDI,BEPC,3,500000,cuisine; housekeeping; pâtisserie; réception hôtelière; service en salle,leadership; autonomie,"Entreprise Niari recrute un(e) Cuisinier à Pointe-Noire en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : BEPC minimum, au moins 3 an(s) d'expérience. Compétences requises : cuisine, housekeeping, pâtisserie, réception hôtelière, service en salle. Qualités attendues : leadership, autonomie."
O0192,Magasinier,Société Batéké,Pointe-Noire,Logistique / Transport,CDI,BAC,3,900000,gestion de stock; magasinage; gestion de flotte,rigueur; sens de l'organisation,"Société Batéké recrute un(e) Magasinier à Pointe-Noire en CDI. Missions : intervenir sur des activités de logistique / transport et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 3 an(s) d'expérience. Compétences requises : gestion de stock, magasinage, gestion de flotte. Qualités attendues : rigueur, sens de l'organisation."
O0193,Formateur professionnel,Cabinet Congo Services,Madingou,Éducation / Formation,CDI,BAC,2,200000,alphabétisation; conception de programmes; pédagogie; enseignement; encadrement scolaire; formation professionnelle,prise d'initiative; adaptabilité,"Cabinet Congo Services recrute un(e) Formateur professionnel à Madingou en CDI. Missions : intervenir sur des activités de éducation / formation et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 2 an(s) d'expérience. Compétences requises : alphabétisation, conception de programmes, pédagogie, enseignement, encadrement scolaire, formation professionnelle. Qualités attendues : prise d'initiative, adaptabilité."
O0194,Dessinateur projeteur,Compagnie Mayombe,Brazzaville,BTP / Construction,CDI,BAC,0,300000,génie civil; dessin technique; maçonnerie,communication; travail en équipe,"Compagnie Mayombe recrute un(e) Dessinateur projeteur à Brazzaville en CDI. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 0 an(s) d'expérience. Compétences requises : génie civil, dessin technique, maçonnerie. Qualités attendues : communication, travail en équipe."
O0195,Assistant juridique,Agence Kouilou,Owando,Administration / RH / Juridique,Consultance,Licence (BAC+3),3,900000,paie; rédaction juridique; gestion des ressources humaines; passation de marchés; droit du travail; secrétariat,rigueur; esprit d'analyse,"Agence Kouilou recrute un(e) Assistant juridique à Owando en Consultance. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 3 an(s) d'expérience. Compétences requises : paie, rédaction juridique, gestion des ressources humaines, passation de marchés, droit du travail, secrétariat. Qualités attendues : rigueur, esprit d'analyse."
O0196,Agent de santé communautaire,Groupe Loango,Pointe-Noire,Santé,CDI,Licence (BAC+3),5,300000,sage-femme; santé publique; laboratoire médical; kinésithérapie; soins infirmiers,travail en équipe; adaptabilité,"Groupe Loango recrute un(e) Agent de santé communautaire à Pointe-Noire en CDI. Missions : intervenir sur des activités de santé et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 5 an(s) d'expérience. Compétences requises : sage-femme, santé publique, laboratoire médical, kinésithérapie, soins infirmiers. Qualités attendues : travail en équipe, adaptabilité."
O0197,Topographe,Compagnie Kouilou,Brazzaville,BTP / Construction,CDD,BAC+2 (BTS/DUT),3,150000,topographie; métré; conduite de travaux; génie civil,rigueur; esprit d'analyse,"Compagnie Kouilou recrute un(e) Topographe à Brazzaville en CDD. Missions : intervenir sur des activités de btp / construction et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 3 an(s) d'expérience. Compétences requises : topographie, métré, conduite de travaux, génie civil. Qualités attendues : rigueur, esprit d'analyse."
O0198,Assistant juridique,Agence Batéké,Brazzaville,Administration / RH / Juridique,CDI,BAC,5,250000,paie; gestion des ressources humaines; droit du travail; gestion administrative; secrétariat,esprit d'analyse; travail en équipe,"Agence Batéké recrute un(e) Assistant juridique à Brazzaville en CDI. Missions : intervenir sur des activités de administration / rh / juridique et contribuer aux objectifs de l'équipe. Profil recherché : BAC minimum, au moins 5 an(s) d'expérience. Compétences requises : paie, gestion des ressources humaines, droit du travail, gestion administrative, secrétariat. Qualités attendues : esprit d'analyse, travail en équipe."
O0199,Technicien agricole,Entreprise Plateaux,Dolisie,Agriculture / Agroalimentaire,CDI,BAC+2 (BTS/DUT),5,700000,agronomie; gestion coopérative; transformation alimentaire; sylviculture; pêche,adaptabilité; autonomie,"Entreprise Plateaux recrute un(e) Technicien agricole à Dolisie en CDI. Missions : intervenir sur des activités de agriculture / agroalimentaire et contribuer aux objectifs de l'équipe. Profil recherché : BAC+2 (BTS/DUT) minimum, au moins 5 an(s) d'expérience. Compétences requises : agronomie, gestion coopérative, transformation alimentaire, sylviculture, pêche. Qualités attendues : adaptabilité, autonomie."
O0200,Cuisinier,Entreprise Léfini,Dolisie,Hôtellerie / Restauration,CDI,Licence (BAC+3),2,700000,gestion hôtelière; housekeeping; réception hôtelière,sens de l'organisation; esprit d'analyse,"Entreprise Léfini recrute un(e) Cuisinier à Dolisie en CDI. Missions : intervenir sur des activités de hôtellerie / restauration et contribuer aux objectifs de l'équipe. Profil recherché : Licence (BAC+3) minimum, au moins 2 an(s) d'expérience. Compétences requises : gestion hôtelière, housekeeping, réception hôtelière. Qualités attendues : sens de l'organisation, esprit d'analyse."
