id_demandeur,nom,age,ville,domaine,titre_professionnel,niveau_etudes,annees_experience,competences,soft_skills,langues,cv_texte
PPBZV2512010053287,PPBZV2512010053287,23,Brazzaville,"Transport, Logistique & Supply Chain",Logistique et transport,Licence (BAC+3),0,supply chain,,français,"Métier visé : Logistique et transport. Qualification : logistique et transport. Technicien Logistique et Transport. Filière : Transport et logistique. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : Licence en transport et logistique ."
PPBZV2512010053290,PPBZV2512010053290,25,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Sans diplôme,0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Diplôme : Sans diplome.
PPBZV2512010053294,PPBZV2512010053294,24,Brazzaville,Parcours Étudiant et Formation,bacheliere,BAC,0,comptabilité,,français,Métier visé : bacheliere. Qualification : bacheliere. Diplômé du Baccalauréat. Filière : Comptabilité. Secteur métier : Parcours Étudiant et Formation. Diplôme : BAC.
PPBZV2512010053295,PPBZV2512010053295,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Administration et des Ressources Humaines,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Administration et des Ressources Humaines. Qualification : administration et des ressources humaines. Assistant en Ressources Humaines. Filière : Gestion des Ressources Humaines. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : Licence en gestion des ressources humaines ."
PPBZV2512010053296,PPBZV2512010053296,29,Brazzaville,"Industrie, Production & Maintenance",ElectroTechnicien,BAC,0,,,français,"Métier visé : ElectroTechnicien. Qualification : electrotechnicien. Technicien en Électrotechnique. Filière : Electronique. Secteur métier : Industrie, Production & Maintenance. Diplôme : Baccalauréat technique ."
PPBZV2512010053297,PPBZV2512010053297,29,Brazzaville,"Commerce, Vente, Marketing & Distribution",Call center,BAC,0,vente,,français,"Métier visé : Call center. Qualification : call center. Agent de Centre d'Appels. Filière : Bac D. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : BAC."
PPBZV2512010053298,PPBZV2512010053298,21,Brazzaville,Fonction Publique & Administration,Employé administratif,BAC,0,,,français,Métier visé : Employé administratif. Qualification : employé administratif. Employé Administratif. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Diplôme : BAC A4.
PPBZV2512010053299,PPBZV2512010053299,23,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur de systèmes et réseaux,Sans diplôme,0,,,français,"Métier visé : Administrateur de systèmes et réseaux. Qualification : administrateur de systèmes et réseaux. Administrateur Systèmes & Réseaux. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512010053302,PPBZV2512010053302,23,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Caissier (E) (H/F),BAC,0,comptabilité;fiscalité,,français,"Métier visé : Caissier (E) (H/F). Qualification : caissier (e) (h/f). Caissier. Filière : Bac D. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Baccalauréat ."
PPBZV2512010053304,PPBZV2512010053304,26,Brazzaville,Agriculture & Industrie Agroalimentaire,production vegetale,BAC,0,comptabilité,,français,Métier visé : production vegetale. Qualification : production vegetale. Technicien en Production Vegetale. Filière : Comptabilité. Secteur métier : Agriculture & Industrie Agroalimentaire. Diplôme : BACCALAUREAT.
PPBZV2512010053305,PPBZV2512010053305,19,Brazzaville,Parcours Étudiant et Formation,Etudiante ,BAC,0,,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Système Informatique. Secteur métier : Parcours Étudiant et Formation. Diplôme : Baccalaureat.
PPBZV2512010053306,PPBZV2512010053306,24,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien de fibre optique,Licence (BAC+3),0,fibre optique,,français,"Métier visé : Technicien de fibre optique. Qualification : technicien de fibre optique. Technicien Fibre Optique. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence en Réseaux et Télécommunications."
PPBZV2512010053307,PPBZV2512010053307,31,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Administration et des Ressources Humaines,BAC,0,audit;gestion des ressources humaines,,français,"Métier visé : Administration et des Ressources Humaines. Qualification : administration et des ressources humaines. Assistant en Ressources Humaines. Filière : Audit Financier. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : BAC ."
PPBZV2512010053313,PPBZV2512010053313,23,Brazzaville,Divers,Aucune,BAC,0,,,français,Métier visé : Aucune. Qualification : aucune. Aucune. Filière : Aucune. Diplôme : BAC D.
PPBZV2512010053314,PPBZV2512010053314,20,Brazzaville,Parcours Étudiant et Formation,Etudiante ,BAC,0,,,français,Métier visé : Etudiante . Qualification : etudiante . Etudiant. Filière : Bac C. Secteur métier : Parcours Étudiant et Formation. Diplôme : baccalaureat.
PPBZV2512010053316,PPBZV2512010053316,29,Brazzaville,"Commerce, Vente, Marketing & Distribution",Assistant commercial,Sans diplôme,0,vente,,français,"Métier visé : Assistant commercial. Qualification : assistant commercial. Support Commercial. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Sans diplome."
PPBZV2512010053317,PPBZV2512010053317,26,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien Réseau et Télécommunication,Licence (BAC+3),0,,,français,"Métier visé : Technicien Réseau et Télécommunication. Qualification : technicien réseau et télécommunication. Technicien Réseaux & Télécom. Filière : Sécurité Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence."
PPBZV2512010053318,PPBZV2512010053318,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Ressource Humaine,Sans diplôme,0,gestion des ressources humaines,,français,"Métier visé : Ressource Humaine. Qualification : ressource humaine. Assistant en Ressources Humaines. Filière : Aucune. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : Sans diplome."
PPBZV2512010053319,PPBZV2512010053319,23,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien Réseau ,Sans diplôme,0,,,français,"Métier visé : Technicien Réseau . Qualification : technicien réseau . Technicien Réseaux & Télécoms. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512010053320,PPBZV2512010053320,37,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent Commercial,BAC,0,vente,,français,"Métier visé : Agent Commercial. Qualification : agent commercial. Commercial. Filière : Gestion. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Bac ."
PPBZV2512010053322,PPBZV2512010053322,39,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Comptable. Qualification : comptable. Comptable. Filière : Economie. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : LICENCE."
PPBZV2512010053324,PPBZV2512010053324,24,Brazzaville,"Assurance Qualité, Contrôle, Testing (QHSE)",management QHSE,Licence (BAC+3),0,qhse,,français,"Métier visé : management QHSE. Qualification : management qhse. Manager QHSE. Filière : Qualité, Hygiène, Sécurité, Environnement. Secteur métier : Assurance Qualité, Contrôle, Testing (QHSE). Diplôme : Licence."
PPBZV2512010053325,PPBZV2512010053325,22,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau telecom ,BAC,0,,,français,"Métier visé : Administrateur réseau telecom . Qualification : administrateur réseau telecom . Architecte Réseaux. Filière : Administration système et réseaux. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Baccalauréat série D."
PPBZV2512010053328,PPBZV2512010053328,22,Brazzaville,"Commerce, Vente, Marketing & Distribution",Gestionnaire relation client ,BAC+2 (BTS/DUT),0,vente,,français,"Métier visé : Gestionnaire relation client . Qualification : gestionnaire relation client . Chargé de Relation Client. Filière : Gestion Commerciale. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : BTS."
PPBZV2512010053329,PPBZV2512010053329,24,Brazzaville,"Commerce, Vente, Marketing & Distribution",Conseiller client,BAC,0,comptabilité;vente,,français,"Métier visé : Conseiller client. Qualification : conseiller client. Conseiller clientèle. Filière : Comptabilité. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Bac ."
PPBZV2512010053330,PPBZV2512010053330,19,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau telecom ,BAC,0,,,français,"Métier visé : Administrateur réseau telecom . Qualification : administrateur réseau telecom . Architecte Réseaux. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : BAC."
PPBZV2512010053331,PPBZV2512010053331,21,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Electronique Et Télécommunication . Secteur métier : Parcours Étudiant et Formation. Diplôme : Licence.
PPBZV2512010053332,PPBZV2512010053332,23,Brazzaville,"Transport, Logistique & Supply Chain",Logistique et transport,Licence (BAC+3),0,supply chain,,français,"Métier visé : Logistique et transport. Qualification : logistique et transport. Technicien Logistique et Transport. Filière : Logistique et Supply Chain Management. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : Licence en Logistique et Transport."
PPBZV2512010053333,PPBZV2512010053333,19,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BAC,0,,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Bac A. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : BAC."
PPBZV2512010053334,PPBZV2512010053334,25,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,Licence (BAC+3),0,,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Biologie. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : licence."
PPBZV2512010053335,PPBZV2512010053335,31,Brazzaville,"Transport, Logistique & Supply Chain",Logisticienne,Sans diplôme,0,supply chain,,français,"Métier visé : Logisticienne. Qualification : logisticienne. Logisticien. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : Sans diplome."
PPBZV2512010053337,PPBZV2512010053337,23,Brazzaville,Hôtellerie-Restauration,Serveuse ,BAC,0,,,français,Métier visé : Serveuse . Qualification : serveuse . Serveur. Filière : Bac D. Secteur métier : Hôtellerie-Restauration. Diplôme : BAC.
PPBZV2512010053339,PPBZV2512010053339,21,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BAC,0,,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Bac A. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : BAC."
PPBZV2512010053340,PPBZV2512010053340,20,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Sans diplôme,0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Aucune. Secteur métier : Parcours Étudiant et Formation. Diplôme : Sans diplome.
PPBZV2512010053343,PPBZV2512010053343,25,Brazzaville,Droit et Justice,Juriste,Sans diplôme,0,,,français,Métier visé : Juriste. Qualification : juriste. Juriste. Filière : Aucune. Secteur métier : Droit et Justice. Diplôme : Sans diplome.
PPBZV2512010053349,PPBZV2512010053349,25,Brazzaville,Divers,Economiste,Sans diplôme,0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Aucune. Diplôme : Sans diplome.
PPBZV2512010053350,PPBZV2512010053350,28,Brazzaville,"Commerce, Vente, Marketing & Distribution",Vendeur Caissier,Sans diplôme,0,vente,,français,"Métier visé : Vendeur Caissier. Qualification : vendeur caissier. Vendeur - caissier. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Sans diplome."
PPBZV2512010053351,PPBZV2512010053351,28,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau telecom ,Licence (BAC+3),0,,,français,"Métier visé : Administrateur réseau telecom . Qualification : administrateur réseau telecom . Architecte Réseaux. Filière : Réseaux et Télécommunications. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence."
PPBZV2512010053352,PPBZV2512010053352,26,Brazzaville,Hôtellerie-Restauration,CUISINIERE,Sans diplôme,0,,,français,Métier visé : CUISINIERE. Qualification : cuisiniere. Cuisinier. Filière : Aucune. Secteur métier : Hôtellerie-Restauration. Diplôme : Sans diplome.
PPBZV2512010053353,PPBZV2512010053353,25,Brazzaville,"Éducation, Formation & Enseignement",Enseignant(e),Sans diplôme,0,enseignement,,français,"Métier visé : Enseignant(e). Qualification : enseignant(e). Enseignant. Filière : Aucune. Secteur métier : Éducation, Formation & Enseignement. Diplôme : Sans diplome."
PPBZV2512010053354,PPBZV2512010053354,30,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Géographe ,Sans diplôme,0,,,français,"Métier visé : Géographe . Qualification : géographe . Géographe - Urbaniste. Filière : Aucune. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : Sans diplome."
PPBZV2512010053355,PPBZV2512010053355,23,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Ingénieur Projet,Master (BAC+5),0,gestion des ressources humaines,,français,"Métier visé : Ingénieur Projet. Qualification : ingénieur projet. Ingénieur Projet. Filière : Project Management. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : Diplôme National d’Ingénieur en Ingénierie des Affaires et des Projets."
PPBZV2512010053356,PPBZV2512010053356,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable,BAC+2 (BTS/DUT),0,comptabilité;fiscalité,,français,"Métier visé : Comptable. Qualification : comptable. Comptable. Filière : Comptabilité et Gestion financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : BTS."
PPBZV2512010053362,PPBZV2512010053362,29,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Chargé Clientéle,Sans diplôme,0,comptabilité;fiscalité,,français,"Métier visé : Chargé Clientéle. Qualification : chargé clientéle. Chargé de Clientèle. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Sans diplome."
PPBZV2512010053365,PPBZV2512010053365,22,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent d'opération à la clientèle,Sans diplôme,0,vente,,français,"Métier visé : Agent d'opération à la clientèle. Qualification : agent d'opération à la clientèle. Chargé de Relation Client. Filière : Aucune. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Sans diplome."
PPBZV2512010053366,PPBZV2512010053366,26,Brazzaville,Divers,Economiste,Master (BAC+5),0,,,français,Métier visé : Economiste. Qualification : economiste. Économiste. Filière : Economie de Développement Durable. Secteur recherché :  Logistique et Distribution . Secteur d'activité :  Logistique et Distribution . Diplôme : Master .
PPBZV2512010053367,PPBZV2512010053367,26,Brazzaville,Services à la Personne & Social,Agent d'entretien,Licence (BAC+3),0,,,français,Métier visé : Agent d'entretien. Qualification : agent d'entretien. Agent d'Entretien. Filière : Histoire. Secteur métier : Services à la Personne & Social. Diplôme : Licence .
PPBZV2512010053368,PPBZV2512010053368,27,Brazzaville,"Informatique, Data, Télécommunications & Digital",technicien  en réseau et télécommunication,BAC,0,,,français,"Métier visé : technicien  en réseau et télécommunication. Qualification : technicien  en réseau et télécommunication. Technicien Réseaux & Télécom. Filière : Bac C. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Baccalauréat série c ."
PPBZV2512010053370,PPBZV2512010053370,25,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Économie d'entreprise ,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Économie d'entreprise . Qualification : économie d'entreprise . Controleur de Gestion. Filière : Economie d'entreprise. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : Licence Économie d'entreprise ."
PPBZV2512010053371,PPBZV2512010053371,20,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Gestion des ressources humaines,BAC,0,gestion des ressources humaines,,français,"Métier visé : Gestion des ressources humaines. Qualification : gestion des ressources humaines. Gestionnaire de Ressources Humaines. Filière : Bac D. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : baccalaureate."
PPBZV2512010053372,PPBZV2512010053372,29,Brazzaville,Parcours Étudiant et Formation,Etudiant ,Licence (BAC+3),0,,,français,Métier visé : Etudiant . Qualification : etudiant . Etudiant. Filière : Economie d'entreprise. Secteur métier : Parcours Étudiant et Formation. Diplôme : Licence .
PPBZV2512010053373,PPBZV2512010053373,23,Brazzaville,"Industrie, Production & Maintenance",Agent Technique,Sans diplôme,0,,,français,"Métier visé : Agent Technique. Qualification : agent technique. Agent Technique. Filière : Aucune. Secteur métier : Industrie, Production & Maintenance. Diplôme : Sans diplome."
PPBZV2512020053374,PPBZV2512020053374,26,Brazzaville,Divers,Aucune,BAC,0,vente,,français,Métier visé : Aucune. Qualification : aucune. Aucune. Filière : Bac D. Secteur recherché : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Secteur d'activité : Commerce - Vente - Marketing - Grande distribution - Distribution - Négoce - Relation client . Diplôme : Bac D.
PPBZV2512020053375,PPBZV2512020053375,32,Brazzaville,Aucun,Non déclaré,Sans diplôme,0,,,français,Aucune. Filière : Aucune. Secteur métier : Aucun. Diplôme : Sans Dplome.
PPBZV2512020053377,PPBZV2512020053377,24,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistant RH,Licence (BAC+3),0,gestion des ressources humaines,,français,"Métier visé : Assistant RH. Qualification : assistant rh. Assistant en Ressources Humaines. Filière : Gestion des Ressources Humaines. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : LICENCE."
PPBZV2512020053381,PPBZV2512020053381,28,Brazzaville,"Sécurité, Sûreté & Défense",Agent de sécurité,BEPC,0,,,français,"Métier visé : Agent de sécurité. Qualification : agent de sécurité. Agent de Securite. Filière : Sécurité Privée. Secteur métier : Sécurité, Sûreté & Défense. Diplôme : BEPC."
PPBZV2512020053384,PPBZV2512020053384,26,Brazzaville,"Industrie, Production & Maintenance",Technicien,BAC,0,,,français,"Métier visé : Technicien. Qualification : technicien. Technicien. Filière : Bac A. Secteur métier : Industrie, Production & Maintenance. Diplôme : Baccalauréat ."
PPBZV2512020053386,PPBZV2512020053386,23,Brazzaville,Hôtellerie-Restauration,Réceptionniste,BAC,0,,,français,Métier visé : Réceptionniste. Qualification : réceptionniste. Receptionniste. Filière : Géographie. Secteur métier : Hôtellerie-Restauration. Diplôme : BAC.
PPBZV2512020053389,PPBZV2512020053389,24,Brazzaville,"Informatique, Data, Télécommunications & Digital",Technicien Fibre Optique,Licence (BAC+3),0,fibre optique,,français,"Métier visé : Technicien Fibre Optique. Qualification : technicien fibre optique. Technicien Fibre Optique. Filière : Système Informatique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : licence."
PPBZV2512020053393,PPBZV2512020053393,34,Brazzaville,"Sécurité, Sûreté & Défense",APS,Sans diplôme,0,pharmacie;vente,,français,"Métier visé : APS. Qualification : aps. Agent de Prevention et de Securite. Filière : Aucune. Secteur recherché : Santé - Médecine - Pharmacie - vente de produits pharmaceutiques. Secteur métier : Sécurité, Sûreté & Défense. Secteur d'activité : Santé - Médecine - Pharmacie - vente de produits pharmaceutiques. Diplôme : Sans diplome."
PPBZV2512020053394,PPBZV2512020053394,20,Brazzaville,"Bâtiment, Travaux Publics & Aménagement du Territoire",Manœuvre,BEPC,0,maçonnerie,,français,"Métier visé : Manœuvre. Qualification : manœuvre. Manœuvre. Filière : Maçonnerie. Secteur métier : Bâtiment, Travaux Publics & Aménagement du Territoire. Diplôme : BEPC ."
PPBZV2512020053397,PPBZV2512020053397,27,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur,BAC,0,supply chain,,français,"Métier visé : Chauffeur. Qualification : chauffeur. Chauffeur. Filière : Bac D. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : BAC."
PPBZV2512020053398,PPBZV2512020053398,27,Brazzaville,"Informatique, Data, Télécommunications & Digital",Réseaux informatique,Licence (BAC+3),0,,,français,"Métier visé : Réseaux informatique. Qualification : réseaux informatique. Administrateur Réseaux. Filière : Réseaux Informatiques. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence en Génie Informatique."
PPBZV2512020053401,PPBZV2512020053401,24,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticien,Master (BAC+5),0,,,français,"Métier visé : Informaticien. Qualification : informaticien. Technicien Informatique. Filière : Intelligence Artificielle. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : MASTER."
PPBZV2512020053403,PPBZV2512020053403,41,Brazzaville,"Transport, Logistique & Supply Chain",chauffeur polyvalent,Sans diplôme,0,supply chain,,français,"Métier visé : chauffeur polyvalent. Qualification : chauffeur polyvalent. Chauffeur Polyvalent. Filière : Transport Routier. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : CEPE."
PPBZV2512020053405,PPBZV2512020053405,30,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administrateur réseau,Sans diplôme,0,,,français,"Métier visé : Administrateur réseau. Qualification : administrateur réseau. Administrateur Réseaux & Télécoms. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512020053411,PPBZV2512020053411,47,Brazzaville,"Transport, Logistique & Supply Chain",Chauffeur,Sans diplôme,0,supply chain,,français,"Métier visé : Chauffeur. Qualification : chauffeur. Chauffeur. Filière : Aucune. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : CEPE."
PPBZV2512020053413,PPBZV2512020053413,26,Brazzaville,"Informatique, Data, Télécommunications & Digital",Réseaux et télécommunication -,Licence (BAC+3),0,maintenance industrielle,,français,"Métier visé : Réseaux et télécommunication -. Qualification : réseaux et télécommunication -. Technicien Réseaux & Télécom. Filière : Maintenance industrielle. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence ."
PPBZV2512020053416,PPBZV2512020053416,21,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité et Gestion Financière,Licence (BAC+3),0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité et Gestion Financière. Qualification : comptabilité et gestion financière. Comptable. Filière : Comptabilité et Gestion financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Licence."
PPBZV2512020053417,PPBZV2512020053417,35,Brazzaville,Industrie pétrolière et gazière,Ingénieur génie pétrolier ,Master (BAC+5),0,production pétrolière,,français,Métier visé : Ingénieur génie pétrolier . Qualification : ingénieur génie pétrolier . Ingenieur Genie Petrolier. Filière : Production Pétrolière. Secteur métier : Industrie pétrolière et gazière. Diplôme : Master en pétrole et gaz.
PPBZV2512020053418,PPBZV2512020053418,22,Brazzaville,Droit et Justice,Juriste,Sans diplôme,0,,,français,Métier visé : Juriste. Qualification : juriste. Juriste. Filière : Aucune. Secteur métier : Droit et Justice. Diplôme : Sans diplome.
PPBZV2512020053419,PPBZV2512020053419,22,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",Assistant RH,BAC,0,gestion des ressources humaines,,français,"Métier visé : Assistant RH. Qualification : assistant rh. Assistant en Ressources Humaines. Filière : Bac A. Secteur métier : Conseil, Stratégie & Gestion des Ressources Humaines. Diplôme : Bac série A."
PPBZV2512020053421,PPBZV2512020053421,34,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptabilité,Sans diplôme,0,comptabilité;fiscalité,,français,"Métier visé : Comptabilité. Qualification : comptabilité. Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Sans diplome."
PPBZV2512020053422,PPBZV2512020053422,29,Brazzaville,"Informatique, Data, Télécommunications & Digital",Administratrice  réseaux  et systèmes ,BAC,0,,,français,"Métier visé : Administratrice  réseaux  et systèmes . Qualification : administratrice  réseaux  et systèmes . Administrateur Systèmes et Réseaux. Filière : Bac C. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : BAC C."
PPBZV2512020053423,PPBZV2512020053423,24,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Comptable,BAC,0,comptabilité;fiscalité,,français,"Métier visé : Comptable. Qualification : comptable. Comptable. Filière : Bac D. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Bac."
PPBZV2512020053426,PPBZV2512020053426,35,Brazzaville,"Commerce, Vente, Marketing & Distribution",Agent  Commercial,Licence (BAC+3),0,comptabilité;vente,,français,"Métier visé : Agent  Commercial. Qualification : agent  commercial. Commercial. Filière : Comptabilité. Secteur métier : Commerce, Vente, Marketing & Distribution. Diplôme : Licence Professionnelle."
PPBZV2512020053430,PPBZV2512020053430,28,Brazzaville,Fonction Publique & Administration,Agent de bureau,Sans diplôme,0,,,français,Métier visé : Agent de bureau. Qualification : agent de bureau. Agent Administratif. Filière : Aucune. Secteur métier : Fonction Publique & Administration. Diplôme : Sans diplome.
PPBZV2512020053436,PPBZV2512020053436,27,Brazzaville,"Informatique, Data, Télécommunications & Digital",Informaticien,Sans diplôme,0,,,français,"Métier visé : Informaticien. Qualification : informaticien. Technicien Informatique. Filière : Aucune. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Sans diplome."
PPBZV2512020053440,PPBZV2512020053440,23,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Assistant comptable,Sans diplôme,0,comptabilité;fiscalité,,français,"Métier visé : Assistant comptable. Qualification : assistant comptable. Assistant Comptable. Filière : Aucune. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Sans diplome."
PPBZV2512020053443,PPBZV2512020053443,36,Brazzaville,Services à la Personne & Social,technicienne de surface,BAC+2 (BTS/DUT),0,maçonnerie,,français,Métier visé : technicienne de surface. Qualification : technicienne de surface. Technicien de Surface. Filière : Maçonnerie. Secteur métier : Services à la Personne & Social. Diplôme : BET.
PPBZV2512020053444,PPBZV2512020053444,35,Brazzaville,Fonction Publique & Administration,Agent Administratif,Sans diplôme,0,gestion administrative;secrétariat,,français,Métier visé : Agent Administratif. Qualification : agent administratif. Agent Administratif et de Secrétariat. Filière : Aucune. Secteur recherché : Gestion Administrative. Secteur métier : Fonction Publique & Administration. Secteur d'activité : Gestion Administrative. Diplôme : Sans diplome.
PPBZV2512020053446,PPBZV2512020053446,25,Brazzaville,"Informatique, Data, Télécommunications & Digital",Ingénieur en télécommunications,Licence (BAC+3),0,,,français,"Métier visé : Ingénieur en télécommunications. Qualification : ingénieur en télécommunications. Ingénieur Réseaux & Télécoms. Filière : Physique. Secteur métier : Informatique, Data, Télécommunications & Digital. Diplôme : Licence en Physique ."
PPBZV2512020053448,PPBZV2512020053448,26,Brazzaville,"Transport, Logistique & Supply Chain",Contrôleur,BAC,0,supply chain,,français,"Métier visé : Contrôleur. Qualification : contrôleur. Controleur. Filière : Bac D. Secteur métier : Transport, Logistique & Supply Chain. Diplôme : BAC  ."
PPBZV2512020053450,PPBZV2512020053450,34,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",Caissière ,Licence (BAC+3),0,caisse;comptabilité;fiscalité,,français,"Métier visé : Caissière . Qualification : caissière . Agent de caisse. Filière : Comptabilité et Gestion financière. Secteur métier : Finance, Banque, Assurance, Comptabilité & Fiscalité. Diplôme : Licence."
