id_offre,titre,entreprise,ville,domaine,type_contrat,niveau_etudes_min,experience_min,competences_requises,description
JOB250001726,TUYAUTEURS,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"TUYAUTEURS Secteur : Industrie, Production & Maintenance."
JOB250001727,Soudeurs Argonistes,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Soudeurs Argonistes Secteur : Industrie, Production & Maintenance."
JOB250001728,CHAUDRONNIERS,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"CHAUDRONNIERS Secteur : Industrie, Production & Maintenance."
JOB250001731,Peintre,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Peintre  Secteur : Industrie, Production & Maintenance."
JOB250001734,Technicien HSE,TELEMA -GROUP,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"Technicien HSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250001738,SUPERVISEUR HSE,TELEMA -GROUP,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"SUPERVISEUR HSE  Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250001740,MECANICIEN,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"MECANICIEN Secteur : Industrie, Production & Maintenance."
JOB250001741,Superviseur Mécanicien,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Superviseur Mécanicien Secteur : Industrie, Production & Maintenance."
JOB250001747,Manœuvre,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Manœuvre Secteur : Industrie, Production & Maintenance."
JOB250001749,Qualiticiens Certifiés,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Qualiticiens Certifiés Secteur : Industrie, Production & Maintenance."
JOB250001750,Interprètes Anglais-Français-Chinois,TELEMA -GROUP,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"Interprètes Anglais-Français-Chinois Secteur : Industrie, Production & Maintenance."
JOB250001352,Directeur Gestion durable,THANRY CONGO,Lkouala,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Directeur Gestion durable Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
STG250001418,Stage assistant aménagement et certification,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,Stage professionnel,,,,Stage assistant aménagement et certification Secteur : Exploitation Forestière & Bois.
STG250000939,Stage assistant administratif,THANRY CONGO,Ouesso,"Conseil, Stratégie & Gestion des Ressources Humaines",Stage professionnel,,,gestion des ressources humaines,"Stage assistant administratif Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
STG250000920,Stage Assistant Cartographe,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,Stage professionnel,,,,Stage Assistant Cartographe Secteur : Exploitation Forestière & Bois.
JOB250001882,Chauffeur grumier,THANRY CONGO,Lkouala,Exploitation Forestière & Bois,CDD,,,,Chauffeur grumier Secteur : Exploitation Forestière & Bois.
JOB250001950,Responsable Bureau,THANRY CONGO,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Responsable Bureau Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002066,Infirmier diplômé d'état,THANRY CONGO,Lkouala,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Infirmier diplômé d'état Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002075,Vendeur en pharmacie,THANRY CONGO,Lkouala,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Vendeur en pharmacie Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002076,Sage-Femme,THANRY CONGO,Lkouala,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie; sage-femme,"Sage-Femme Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002224,Responsable social externe,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDI,,,,Responsable social externe Secteur : Exploitation Forestière & Bois.
JOB250002621,Contrôleur activités illégales,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDD,,,,Contrôleur activités illégales Secteur : Exploitation Forestière & Bois.
JOB250002622,Chef d'équipe activités illégales,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDD,,,,Chef d'équipe activités illégales Secteur : Exploitation Forestière & Bois.
JOB250002623,Responsable HSE,THANRY CONGO,Ouesso,"Assurance Qualité, Contrôle, Testing (QHSE)",CDI,,,hse; qhse,"Responsable HSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250002624,Responsable HSE,THANRY CONGO,Ouesso,"Assurance Qualité, Contrôle, Testing (QHSE)",CDI,,,hse; qhse,"Responsable HSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250002692,Adjoint du chef du personnel,THANRY CONGO,Ouesso,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Adjoint du chef du personnel Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002700,Assistant social externe,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDI,,,,Assistant social externe Secteur : Exploitation Forestière & Bois.
JOB250002818,Responsable cuisine,THANRY CONGO,Ouesso,"Communication, Médias & Événementiel",CDI,,,cuisine,"Responsable cuisine Secteur : Communication, Médias & Événementiel."
JOB250002819,Scieur de tête,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDI,,,,Scieur de tête Secteur : Exploitation Forestière & Bois.
JOB250002820,Responsable Garage,THANRY CONGO,Ouesso,Exploitation Forestière & Bois,CDI,,,,Responsable Garage Secteur : Exploitation Forestière & Bois.
JOB250002542,Directeur de Projet,TLC CONGO,Pointe-Noire,Gestion Administrative,CDI,,,gestion administrative,Directeur de Projet Secteur : Gestion Administrative.
JOB250000879,GESTIONNAIRE DE PARC AUTO,TOP CHINE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"GESTIONNAIRE DE PARC AUTO Secteur : Commerce, Vente, Marketing & Distribution."
NONREF000087,Commercial,TOP CHINE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Commercial Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001536,AIDE MECANICIEN,TOP CHINE,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"AIDE MECANICIEN Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002290,Chauffeur Poids Léger,TOP CHINE,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur Poids Léger Secteur : Transport, Logistique & Supply Chain."
JOB250002356,Assistant de Direction,TOTAL ENERGIES MARKETING CONGO SA,Brazzaville,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Assistant de Direction Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002357,COMPTABLE,TOTAL ENERGIES MARKETING CONGO SA,Brazzaville,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"COMPTABLE  Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250000901,Chef de Secteur Young Graduate,TotalEnergies EP Congo,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Chef de Secteur Young Graduate  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000902,CHEF DE SECTEUR,TotalEnergies EP Congo,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"CHEF DE SECTEUR  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001434,DirecteurAdministratif et Financier,TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"DirecteurAdministratif et Financier Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001435,SUPERVISEURTRANSIT,TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"SUPERVISEURTRANSIT Secteur : Transport, Logistique & Supply Chain."
JOB250001694,AGENT DE TRANSIT,TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,transit; vente,"AGENT DE TRANSIT Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001696,ASSISTANT TECHNIQUE,TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"ASSISTANT TECHNIQUE Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001697,TECHNICO- COMMERCIAL( PSSR JUNIOR),TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"TECHNICO- COMMERCIAL( PSSR JUNIOR) Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001698,"AGENT QHSE ( Qualité, Hygiène, Sécurité,Environnement)",TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDI,,,qhse,"AGENT QHSE ( Qualité, Hygiène, Sécurité,Environnement) Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250002350,Technicien Junior(Technicien planneur),TRACTAFRIC EQUIPEMENT CONGO,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Technicien Junior(Technicien planneur) Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001865,SAISISSANTE EN TRANSIT,TRANSPORT ET LOCATION (TRANSLO),Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain; transit,"SAISISSANTE EN TRANSIT Secteur : Transport, Logistique & Supply Chain."
JOB250002827,COMPTABLE,TRANSPORT ET LOCATION (TRANSLO),Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"COMPTABLE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250000868,Chauffeur Poids Lourds,TRANSPORT PETROLIER AFRICAN TPA,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"Chauffeur Poids Lourds Secteur : Transport, Logistique & Supply Chain."
JOB250002072,Chef de Service Juridique,TRIDENT ENERGY CONGO SAU,Pointe-Noire,Droit et Justice,CDI,,,,Chef de Service Juridique Secteur : Droit et Justice.
JOB250002019,Interprète Chinois,TRIDENT OGX SAU,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Interprète Chinois  Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250000905,SECRETAIRE DE DIRECTION,TRIMEX CONGO,Pointe-Noire,"Transport, Logistique & Supply Chain",CDD,,,supply chain,"SECRETAIRE DE DIRECTION  Secteur : Transport, Logistique & Supply Chain."
JOB250001502,GERANT,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"GERANT Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001503,Caissier secondaire,TRIOS SARL,Brazzaville,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"Caissier secondaire Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001505,Technicien Qualifié de Laboratoire,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Technicien Qualifié de Laboratoire Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001506,Technicien Qualifié de Laboratoire,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Technicien Qualifié de Laboratoire Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001507,Caissier secondaire,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Caissier secondaire Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001508,Technicien Auxiliaire de Laboratoire,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Technicien Auxiliaire de Laboratoire Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250001509,Assistant de Direction,TRIOS SARL,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDI,,,pharmacie,"Assistant de Direction Secteur : Santé, Pharmacie & Recherche Scientifique."
JOB250002551,Ménagère,TTC ENGINEERING CONSULTANT SERVICES,Pointe-Noire,Nettoyage & Blanchisserie,CDD,,,,Ménagère Secteur : Nettoyage & Blanchisserie.
JOB250002552,RESPONSABLE FINANCIER,TTC ENGINEERING CONSULTANT SERVICES,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"RESPONSABLE FINANCIER Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001547,CHARGE DE LA COMPENSATION INTERBANCAIRE,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CHARGE DE LA COMPENSATION INTERBANCAIRE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001548,CHARGE DES RISQUES OPERATIONNELS,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CHARGE DES RISQUES OPERATIONNELS Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001562,RESPONSABLE SECURITE PHYSIQUE,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"RESPONSABLE SECURITE PHYSIQUE  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001929,contrôleur interne,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"contrôleur interne Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001938,GESTIONNAIRE DE COMPTES GRANDES ENTREPRISES,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"GESTIONNAIRE DE COMPTES GRANDES ENTREPRISES Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001941,ANALYSTE CREDIT SENIOR,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"ANALYSTE CREDIT SENIOR  Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002331,CHARGE DES OPERATIONS INTERNATIONALES,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CHARGE DES OPERATIONS INTERNATIONALES Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002335,ASSISTANT CHARG DU REPORTING REGLEMENTAIRE,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"ASSISTANT CHARG DU REPORTING REGLEMENTAIRE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002336,CHARGE DE LA TRESORERIE,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHARGE DE LA TRESORERIE Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002339,CHARGE DE LA GESTION DU BILAN,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHARGE DE LA GESTION DU BILAN Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002340,CHARGE DE LA GESTION DU BILAN,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHARGE DE LA GESTION DU BILAN Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002341,CHARGE DE LA GESTION DU BILAN,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHARGE DE LA GESTION DU BILAN Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250002342,CHARGE DE LA GESTION DU BILAN,UBA CONGO,Brazzaville,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDI,,,comptabilité; fiscalité,"CHARGE DE LA GESTION DU BILAN Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001193,preparateur des travaux pratiques de physique,UCAC-ICAM,Pointe-Noire,"Éducation, Formation & Enseignement",CDD,,,enseignement,"preparateur des travaux pratiques de physique Secteur : Éducation, Formation & Enseignement."
JOB250002253,Directeur des Opérations,ULSAN MINIG CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"Directeur des Opérations Secteur : Industrie, Production & Maintenance."
JOB250002254,Directeur de Projet,ULSAN MINIG CONGO,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Directeur de Projet Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002255,DirecteurPays,ULSAN MINIG CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"DirecteurPays Secteur : Industrie, Production & Maintenance."
JOB250002261,INTERPRETE,ULSAN MINIG CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"INTERPRETE Secteur : Industrie, Production & Maintenance."
JOB250002265,Directeur Administratif et Financier,ULSAN MINIG CONGO,Pointe-Noire,"Industrie, Production & Maintenance",CDI,,,,"Directeur Administratif et Financier Secteur : Industrie, Production & Maintenance."
JOB250002190,COMMERCIAL,UNI SAVON INDUSTRIES,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"COMMERCIAL  Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002544,Techniciens de Surface,UNI SAVON INDUSTRIES,Pointe-Noire,Nettoyage & Blanchisserie,CDD,,,,Techniciens de Surface Secteur : Nettoyage & Blanchisserie.
JOB250000820,Assistant de Direction,UNICONGO,Brazzaville,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"Assistant de Direction Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000073,Chauffeurs poids lègers,UNISAVON,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Chauffeurs poids lègers Secteur : Commerce, Vente, Marketing & Distribution."
NONREF000170,Manoeuvres,UNISAVON,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Manoeuvres Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002064,Agent commercial,UNIVERS OPTIQUE CONGO,Brazzaville,"Santé, Pharmacie & Recherche Scientifique",CDD,,,pharmacie,"Agent commercial Secteur : Santé, Pharmacie & Recherche Scientifique."
NONREF000173,Mécanicien,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Mécanicien Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000944,chauffeur véhicule léger,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"chauffeur véhicule léger Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001493,RESPONSABLEMAINTENANCE,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"RESPONSABLEMAINTENANCE Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001528,CHAUFFEUR VEHICULE LEGER,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"CHAUFFEUR VEHICULE LEGER Secteur : Commerce, Vente, Marketing & Distribution."
JOB250001812,MECANICIEN,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MECANICIEN Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002023,MECANICIEN,UNO MOTORS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"MECANICIEN Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002184,Electricien,UNO MOTORS,Pointe-Noire,"Énergie, Environnement & Eau",CDD,,,,"Electricien Secteur : Énergie, Environnement & Eau."
JOB250002543,Manœuvre,UNO MOTORS,Pointe-Noire,Divers,CDD,,,,Manœuvre Secteur : Divers .
JOB250002636,MECANICIEN,UNO MOTORS,Pointe-Noire,"Industrie, Production & Maintenance",CDD,,,,"MECANICIEN Secteur : Industrie, Production & Maintenance."
JOB250001015,Ingénieur en Services Techniques sur le Terrain (Technical Field Services Engineer),VERSALIS CONGO SARLU,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Ingénieur en Services Techniques sur le Terrain (Technical Field Services Engineer) Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250001017,Technical Field Services Engineer,VERSALIS CONGO SARLU,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDD,,,vente,"Technical Field Services Engineer Secteur : Commerce, Vente, Marketing & Distribution."
JOB250000844,SERVEUR,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,SERVEUR  Secteur : Hôtellerie - Restauration.
NONREF000132,Femme de chambre,VILLA MADIBA,Pointe-Noire,"Tourisme, Loisirs & Voyages",CDD,,,,"Femme de chambre Secteur : Tourisme, Loisirs & Voyages."
JOB250000961,FEMME DE CHAMBRE,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,FEMME DE CHAMBRE Secteur : Hôtellerie - Restauration.
JOB250000962,Chef de rang,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Chef de rang Secteur : Hôtellerie - Restauration.
JOB250001630,Gouvernant Général,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Gouvernant Général Secteur : Hôtellerie - Restauration.
JOB250001666,Réceptionniste,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Réceptionniste  Secteur : Hôtellerie - Restauration.
JOB250001914,Gouvernant Général,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Gouvernant Général Secteur : Hôtellerie - Restauration.
JOB250002242,Chef de Rang,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Chef de Rang Secteur : Hôtellerie - Restauration.
JOB250002523,COMMIS PATISSIER,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,COMMIS PATISSIER Secteur : Hôtellerie - Restauration.
JOB250002524,Gouvernant Général,VILLA MADIBA,Pointe-Noire,Hôtellerie - Restauration,CDD,,,,Gouvernant Général Secteur : Hôtellerie - Restauration.
JOB250002556,Cuisinier,VITAL PALACE,Brazzaville,Hôtellerie - Restauration,CDD,,,,Cuisinier  Secteur : Hôtellerie - Restauration.
JOB250002558,Réceptionniste,VITAL PALACE,Brazzaville,Hôtellerie - Restauration,CDD,,,,Réceptionniste  Secteur : Hôtellerie - Restauration.
JOB250002560,BUANDIER,VITAL PALACE,Brazzaville,Hôtellerie - Restauration,CDD,,,,BUANDIER  Secteur : Hôtellerie - Restauration.
JOB250002763,AssistantAdministratif et RH,WAMY EXPRESS,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"AssistantAdministratif et RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002764,Chargé Clientèle,WAMY EXPRESS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"Chargé Clientèle Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002765,Assistant Logistique,WAMY EXPRESS,Pointe-Noire,"Transport, Logistique & Supply Chain",CDI,,,supply chain,"Assistant Logistique Secteur : Transport, Logistique & Supply Chain."
JOB250002766,Responsable Marketing et Commercial,WAMY EXPRESS,Pointe-Noire,"Commerce, Vente, Marketing & Distribution",CDI,,,vente,"Responsable Marketing et Commercial Secteur : Commerce, Vente, Marketing & Distribution."
JOB250002767,CAISSIER,WAMY EXPRESS,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"CAISSIER Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001806,CHEF D'ATELIER,WENGE CRP BOIS,Brazzaville,Exploitation Forestière & Bois,CDD,,,,CHEF D'ATELIER Secteur : Exploitation Forestière & Bois.
JOB250001807,MACHINISTE,WENGE CRP BOIS,Brazzaville,Exploitation Forestière & Bois,CDD,,,,MACHINISTE Secteur : Exploitation Forestière & Bois.
JOB250001808,VIGILES,WENGE CRP BOIS,Brazzaville,Exploitation Forestière & Bois,CDD,,,,VIGILES Secteur : Exploitation Forestière & Bois.
JOB250000978,ASSISTANT ADMINISTRATIF,WEY YE SERVICES &TRAVAUX PETROLIERS,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDI,,,gestion des ressources humaines,"ASSISTANT ADMINISTRATIF Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000058,Chargé de clientèle,WILLIS TOWERS W CGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Chargé de clientèle Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001932,Comptable Trésorerie,WILLIS TOWERS WATSON CONGO,Pointe-Noire,"Finance, Banque, Assurance, Comptabilité & Fiscalité",CDD,,,comptabilité; fiscalité,"Comptable Trésorerie Secteur : Finance, Banque, Assurance, Comptabilité & Fiscalité."
JOB250001575,Agent commercial,WING WAH E&P SAU,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Agent commercial Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002248,Secrétaires Administratifs,WING WAH E&P SAU,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Secrétaires Administratifs Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250002666,Technicien Support IT & Réseau,WING WAH E&P SAU,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Technicien Support IT & Réseau Secteur : Pétrole, Gaz & Hydrocarbures."
JOB250002797,Chargé de Soutien Opérationnel et de Coordination,WING WAH E&P SAU,Pointe-Noire,"Pétrole, Gaz & Hydrocarbures",CDD,,,,"Chargé de Soutien Opérationnel et de Coordination Secteur : Pétrole, Gaz & Hydrocarbures."
NONREF000047,Assistante RH,WING WAH EXPL P P,Pointe-Noire,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Assistante RH Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
NONREF000245,Technicienne QHSE,WING WAH EXPL P P,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,qhse,"Technicienne QHSE Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
JOB250001227,"Responsable des Ressources Humaines (RH), Affaires Générales (Admine),Responsable de la Coordination des Projets",WISON NEW ENERGIES CONGO,Gamboma,"Conseil, Stratégie & Gestion des Ressources Humaines",CDD,,,gestion des ressources humaines,"Responsable des Ressources Humaines (RH), Affaires Générales (Admine),Responsable de la Coordination des Projets Secteur : Conseil, Stratégie & Gestion des Ressources Humaines."
JOB250001324,Coordinateur PTW HSE CSU (CSU HSE PTW Coordinator),WISON NEW ENERGIES CONGO,Pointe-Noire,"Assurance Qualité, Contrôle, Testing (QHSE)",CDD,,,hse; qhse,"Coordinateur PTW HSE CSU (CSU HSE PTW Coordinator)  Secteur : Assurance Qualité, Contrôle, Testing (QHSE)."
